columna,columna_1,"CUADRO 3 - Nacimientos por área y sexo, según departamento y municipio de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen,cuadro
25.0,25436.0,,25436 Manta,8,4,4,0,1,2,0,0,0,0,3,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25438.0,,25438 Medina,32,13,19,0,12,8,0,0,1,0,1,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25473.0,,25473 Mosquera,804,425,379,0,409,367,0,0,1,0,16,11,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25483.0,,25483 Nariño,9,4,5,0,3,5,0,0,0,0,1,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25486.0,,25486 Nemocón,100,48,52,0,12,16,0,3,0,0,33,36,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25488.0,,25488 Nilo,24,9,15,0,7,10,0,0,0,0,2,5,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25489.0,,25489 Nimaima,4,1,3,0,0,0,0,0,0,0,1,3,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25491.0,,25491 Nocaima,20,11,9,0,7,2,0,0,0,0,4,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25506.0,,25506 Venecia,10,6,4,0,3,0,0,0,0,0,3,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25513.0,,25513 Pacho,107,58,49,0,25,24,0,0,0,0,33,25,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25518.0,,25518 Paime,6,5,1,0,2,0,0,0,0,0,3,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25524.0,,25524 Pandi,15,5,10,0,0,3,0,0,0,0,5,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25530.0,,25530 Paratebueno,52,25,27,0,18,13,0,2,4,0,5,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25535.0,,25535 Pasca,52,26,26,0,11,8,0,1,0,0,14,18,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25572.0,,25572 Puerto Salgar,65,34,31,0,22,25,0,2,1,0,10,5,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25580.0,,25580 Pulí,5,5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25592.0,,25592 Quebradanegra,8,7,1,0,0,1,0,3,0,0,4,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25594.0,,25594 Quetame,36,19,17,0,5,4,0,1,3,0,13,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25596.0,,25596 Quipile,15,9,6,0,3,2,0,1,0,0,5,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25599.0,,25599 Apulo,26,12,14,0,6,4,0,0,0,0,6,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25612.0,,25612 Ricaurte,51,27,24,0,18,15,0,1,2,0,8,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25645.0,,25645 San Antonio del Tequendama,34,19,15,0,4,1,0,1,0,0,14,14,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25649.0,,25649 San Bernardo,27,16,11,0,3,4,0,1,0,0,12,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25653.0,,25653 San Cayetano,17,9,8,0,1,0,0,0,0,0,8,8,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25658.0,,25658 San Francisco,38,23,15,0,11,8,0,0,0,0,12,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25662.0,,25662 San Juan de Rioseco,28,11,17,0,10,7,0,0,4,0,1,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25718.0,,25718 Sasaima,35,14,21,0,3,3,0,0,1,0,11,17,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25736.0,,25736 Sesquilé,74,38,36,0,14,7,0,0,2,0,24,27,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25740.0,,25740 Sibaté,134,74,60,0,44,44,0,2,0,0,28,16,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25743.0,,25743 Silvania,86,37,49,0,22,21,0,2,1,0,13,27,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25745.0,,25745 Simijaca,51,27,24,0,14,17,0,1,0,0,12,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25754.0,,25754 Soacha,3276,1648,1628,0,1623,1600,0,1,2,0,24,26,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25758.0,,25758 Sopó,94,51,43,0,25,26,0,0,0,0,26,17,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25769.0,,25769 Subachoque,72,39,33,0,23,20,0,0,2,0,16,11,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25772.0,,25772 Suesca,111,64,47,0,30,28,0,2,1,0,32,18,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25777.0,,25777 Supatá,7,2,5,0,0,1,0,0,1,0,2,3,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25779.0,,25779 Susa,39,18,21,0,7,8,0,0,1,0,11,12,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25781.0,,25781 Sutatausa,25,6,19,0,1,6,0,0,1,0,5,12,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25785.0,,25785 Tabio,126,62,64,0,11,21,0,4,1,0,47,42,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25793.0,,25793 Tausa,46,18,28,0,7,8,0,0,0,0,11,20,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25797.0,,25797 Tena,23,9,14,0,2,2,0,1,5,0,6,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25799.0,,25799 Tenjo,134,57,77,0,16,20,0,0,0,0,41,57,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25805.0,,25805 Tibacuy,7,3,4,0,1,1,0,0,0,0,2,3,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25807.0,,25807 Tibirita,7,4,3,0,0,1,0,0,0,0,4,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25815.0,,25815 Tocaima,59,36,23,0,23,16,0,0,0,0,13,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25817.0,,25817 Tocancipá,371,193,178,0,56,54,0,0,3,0,137,121,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25823.0,,25823 Topaipí,4,3,1,0,0,1,0,0,0,0,3,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25839.0,,25839 Ubalá,24,12,12,0,3,4,0,2,0,0,7,8,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25841.0,,25841 Ubaque,41,22,19,0,6,8,0,0,0,0,16,11,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25843.0,,25843 Villa de San Diego de Ubaté,278,144,134,0,77,85,0,3,4,0,64,45,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25845.0,,25845 Une,30,16,14,0,8,7,0,1,1,0,7,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25851.0,,25851 Útica,7,5,2,0,3,1,0,0,0,0,2,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25862.0,,25862 Vergara,22,10,12,0,1,2,0,0,0,0,9,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25867.0,,25867 Vianí,9,7,2,0,4,1,0,0,0,0,3,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25871.0,,25871 Villagómez,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25873.0,,25873 Villapinzón,113,59,54,0,20,17,0,0,0,0,39,37,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25875.0,,25875 Villeta,119,57,62,0,37,42,0,1,0,0,19,20,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25878.0,,25878 Viotá,48,23,24,1,14,9,1,1,0,0,8,15,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25885.0,,25885 Yacopí,29,9,20,0,3,3,0,1,1,0,5,16,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25898.0,,25898 Zipacón,21,13,8,0,9,1,0,0,0,0,4,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25899.0,,25899 Zipaquirá,894,479,415,0,410,364,0,3,2,0,66,49,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
25.0,25999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27000.0,27 Chocó,Total,3080,1573,1507,0,980,940,0,180,182,0,413,385,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27001.0,,27001 Quibdó,1017,518,499,0,474,458,0,27,22,0,17,19,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27006.0,,27006 Acandí,104,48,56,0,29,37,0,9,9,0,10,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27025.0,,27025 Alto Baudó,64,33,31,0,9,10,0,10,10,0,14,11,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27050.0,,27050 Atrato,39,20,19,0,15,9,0,2,5,0,3,5,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27073.0,,27073 Bagadó,51,35,16,0,6,7,0,2,0,0,27,9,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27075.0,,27075 Bahía Solano,54,33,21,0,19,16,0,3,1,0,11,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27077.0,,27077 Bajo Baudó,45,23,22,0,10,9,0,6,6,0,7,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27099.0,,27099 Bojayá,35,15,20,0,2,7,0,7,3,0,6,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27135.0,,27135 El Cantón del San Pablo,37,20,17,0,12,11,0,4,4,0,4,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27150.0,,27150 Carmen del Darién,64,30,34,0,9,10,0,3,6,0,18,18,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27160.0,,27160 Cértegui,31,17,14,0,16,11,0,0,1,0,1,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27205.0,,27205 Condoto,91,54,37,0,42,25,0,8,5,0,4,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27245.0,,27245 El Carmen de Atrato,47,27,20,0,6,5,0,0,2,0,21,13,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27250.0,,27250 El Litoral del San Juan,54,28,26,0,2,0,0,22,18,0,4,8,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27361.0,,27361 Istmina,209,114,95,0,102,84,0,7,7,0,5,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27372.0,,27372 Juradó,20,6,14,0,1,4,0,2,1,0,3,9,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27413.0,,27413 Lloró,107,66,41,0,23,15,0,6,5,0,37,21,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27425.0,,27425 Medio Atrato,10,1,9,0,1,1,0,0,3,0,0,5,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27430.0,,27430 Medio Baudó,84,41,43,0,13,12,0,7,8,0,21,23,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27450.0,,27450 Medio San Juan,27,12,15,0,4,4,0,4,4,0,4,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27491.0,,27491 Nóvita,30,15,15,0,9,8,0,1,3,0,5,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27493.0,,27493 Nuevo Belén de Bajirá,237,111,126,0,44,48,0,4,10,0,63,68,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27495.0,,27495 Nuquí,37,21,16,0,7,8,0,3,4,0,11,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27580.0,,27580 Río Iró,21,9,12,0,3,5,0,2,5,0,4,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27600.0,,27600 Río Quito,37,18,19,0,6,9,0,8,5,0,4,5,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27615.0,,27615 Riosucio,216,115,101,0,43,43,0,5,3,0,67,55,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27660.0,,27660 San José del Palmar,15,5,10,0,0,1,0,0,1,0,5,8,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27745.0,,27745 Sipí,13,5,8,0,2,3,0,1,3,0,2,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27787.0,,27787 Tadó,147,75,72,0,43,42,0,9,9,0,23,21,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27800.0,,27800 Unguía,96,39,57,0,21,28,0,10,13,0,8,16,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27810.0,,27810 Unión Panamericana,41,19,22,0,7,10,0,8,6,0,4,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
27.0,27999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41000.0,41 Huila,Total,7214,3699,3515,0,2101,1987,0,436,404,0,1162,1124,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41001.0,,41001 Neiva,2193,1102,1091,0,1002,992,0,65,71,0,35,28,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41006.0,,41006 Acevedo,262,137,125,0,17,14,0,36,26,0,84,85,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41013.0,,41013 Agrado,65,34,31,0,13,21,0,1,0,0,20,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41016.0,,41016 Aipe,101,53,48,0,34,21,0,10,15,0,9,12,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41020.0,,41020 Algeciras,151,85,66,0,43,34,0,2,1,0,40,31,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41026.0,,41026 Altamira,9,3,6,0,0,4,0,0,0,0,3,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41078.0,,41078 Baraya,28,17,11,0,7,3,0,0,0,0,10,8,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41132.0,,41132 Campoalegre,171,98,73,0,62,53,0,6,1,0,30,19,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41206.0,,41206 Colombia,29,14,15,0,1,4,0,1,0,0,12,11,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41244.0,,41244 Elías,11,8,3,0,3,1,0,2,1,0,3,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41298.0,,41298 Garzón,453,243,210,0,132,115,0,34,26,0,77,69,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41306.0,,41306 Gigante,127,66,61,0,24,27,0,12,4,0,30,30,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41319.0,,41319 Guadalupe,108,54,54,0,19,15,0,5,5,0,30,34,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41349.0,,41349 Hobo,47,21,26,0,20,20,0,0,0,0,1,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41357.0,,41357 Íquira,78,46,32,0,6,8,0,9,8,0,31,16,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41359.0,,41359 Isnos,195,101,94,0,19,18,0,8,12,0,74,64,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41378.0,,41378 La Argentina,80,37,43,0,16,15,0,4,0,0,17,28,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41396.0,,41396 La Plata,469,225,244,0,75,100,0,24,22,0,126,122,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41483.0,,41483 Nátaga,62,27,35,0,9,18,0,1,1,0,17,16,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41503.0,,41503 Oporapa,102,54,48,0,12,10,0,19,12,0,23,26,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41518.0,,41518 Paicol,36,16,20,0,8,10,0,0,0,0,8,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41524.0,,41524 Palermo,131,62,69,0,37,31,0,8,9,0,17,29,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41530.0,,41530 Palestina,68,31,37,0,2,6,0,0,0,0,29,31,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41548.0,,41548 Pital,64,33,31,0,11,12,0,1,2,0,21,17,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41551.0,,41551 Pitalito,1078,564,514,0,322,270,0,102,91,0,140,153,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41615.0,,41615 Rivera,133,68,65,0,41,35,0,15,12,0,12,18,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41660.0,,41660 Saladoblanco,97,53,44,0,8,5,0,6,2,0,39,37,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41668.0,,41668 San Agustín,189,96,93,0,28,26,0,15,13,0,53,54,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41676.0,,41676 Santa María,63,30,33,0,8,6,0,1,1,0,21,26,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41770.0,,41770 Suaza,143,67,76,0,11,12,0,12,19,0,44,45,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41791.0,,41791 Tarqui,112,61,51,0,18,11,0,7,11,0,36,29,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41797.0,,41797 Tesalia,57,27,30,0,15,15,0,4,5,0,8,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41799.0,,41799 Tello,50,25,25,0,8,6,0,4,2,0,13,17,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41801.0,,41801 Teruel,41,25,16,0,11,9,0,0,0,0,14,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41807.0,,41807 Timaná,126,67,59,0,25,19,0,18,23,0,24,17,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41872.0,,41872 Villavieja,30,16,14,0,6,2,0,4,9,0,6,3,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41885.0,,41885 Yaguará,55,33,22,0,28,19,0,0,0,0,5,3,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
41.0,41999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44000.0,44 La Guajira,Total,9155,4676,4478,1,2057,1911,0,414,364,0,2205,2203,1,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44001.0,,44001 Riohacha,2513,1288,1224,1,646,579,0,79,99,0,563,546,1,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44035.0,,44035 Albania,193,106,87,0,47,31,0,4,9,0,55,47,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44078.0,,44078 Barrancas,269,138,131,0,77,79,0,25,17,0,36,35,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44090.0,,44090 Dibulla,160,80,80,0,6,4,0,29,23,0,45,53,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44098.0,,44098 Distracción,84,47,37,0,21,21,0,15,10,0,11,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44110.0,,44110 El Molino,45,22,23,0,21,21,0,0,0,0,1,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44279.0,,44279 Fonseca,353,181,172,0,139,139,0,27,17,0,15,16,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44378.0,,44378 Hatonuevo,155,80,75,0,56,55,0,8,8,0,16,12,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44420.0,,44420 La Jagua del Pilar,16,8,8,0,5,7,0,3,0,0,0,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44430.0,,44430 Maicao,1964,1033,931,0,515,463,0,54,46,0,464,422,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44560.0,,44560 Manaure,609,279,330,0,48,54,0,31,36,0,200,240,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44650.0,,44650 San Juan del Cesar,375,203,172,0,138,122,0,50,34,0,15,16,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44847.0,,44847 Uribia,2186,1104,1082,0,237,215,0,87,64,0,780,803,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44855.0,,44855 Urumita,42,18,24,0,17,23,0,1,0,0,0,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44874.0,,44874 Villanueva,191,89,102,0,84,98,0,1,1,0,4,3,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
44.0,44999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47000.0,47 Magdalena,Total,8408,4304,4104,0,3186,3116,0,829,727,0,289,261,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47001.0,,47001 Santa Marta,3272,1630,1642,0,1514,1522,0,97,93,0,19,27,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47030.0,,47030 Algarrobo,82,48,34,0,38,19,0,7,11,0,3,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47053.0,,47053 Aracataca,205,106,99,0,83,84,0,10,8,0,13,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47058.0,,47058 Ariguaní,204,111,93,0,79,63,0,23,20,0,9,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47161.0,,47161 Cerro de San Antonio,29,20,9,0,13,7,0,4,1,0,3,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47170.0,,47170 Chivolo,136,73,63,0,49,46,0,15,13,0,9,4,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47189.0,,47189 Ciénaga,789,402,387,0,328,308,0,32,33,0,42,46,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47205.0,,47205 Concordia,24,9,15,0,4,9,0,3,6,0,2,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47245.0,,47245 El Banco,403,207,196,0,124,108,0,60,63,0,23,25,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47258.0,,47258 El Piñón,76,38,38,0,19,18,0,19,18,0,0,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47268.0,,47268 El Retén,131,75,56,0,56,46,0,11,4,0,8,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47288.0,,47288 Fundación,537,283,254,0,223,216,0,29,28,0,31,10,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47318.0,,47318 Guamal,158,87,71,0,33,33,0,27,21,0,27,17,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47460.0,,47460 Nueva Granada,144,78,66,0,47,44,0,25,16,0,6,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47541.0,,47541 Pedraza,23,11,12,0,8,7,0,3,4,0,0,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47545.0,,47545 Pijiño del Carmen,88,57,31,0,34,21,0,20,4,0,3,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47551.0,,47551 Pivijay,249,132,117,0,98,95,0,32,20,0,2,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47555.0,,47555 Plato,406,192,214,0,153,179,0,29,27,0,10,8,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47570.0,,47570 Puebloviejo,154,82,72,0,30,23,0,49,42,0,3,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47605.0,,47605 Remolino,22,11,11,0,6,9,0,5,1,0,0,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47660.0,,47660 Sabanas de San Ángel,111,56,55,0,19,25,0,26,15,0,11,15,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47675.0,,47675 Salamina,36,10,26,0,9,22,0,1,4,0,0,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47692.0,,47692 San Sebastián de Buenavista,122,63,59,0,31,23,0,15,21,0,17,15,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47703.0,,47703 San Zenón,61,34,27,0,14,5,0,18,22,0,2,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47707.0,,47707 Santa Ana,131,63,68,0,44,45,0,15,15,0,4,8,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47720.0,,47720 Santa Bárbara de Pinto,66,30,36,0,17,28,0,8,7,0,5,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47745.0,,47745 Sitionuevo,110,48,62,0,27,39,0,18,21,0,3,2,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47798.0,,47798 Tenerife,64,35,29,0,23,16,0,11,13,0,1,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47960.0,,47960 Zapayán,29,15,14,0,9,8,0,4,5,0,2,1,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47980.0,,47980 Zona Bananera,546,298,248,0,54,48,0,213,171,0,31,29,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
47.0,47999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
50.0,50000.0,50 Meta,Total,6353,3238,3115,0,2523,2466,0,132,111,0,583,538,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
50.0,50001.0,,50001 Villavicencio,3094,1593,1501,0,1501,1413,0,15,11,0,77,77,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
50.0,50006.0,,50006 Acacías,500,256,244,0,203,198,0,10,4,0,43,42,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
50.0,50110.0,,50110 Barranca de Upía,46,20,26,0,13,19,0,0,1,0,7,6,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
50.0,50124.0,,50124 Cabuyaro,41,26,15,0,11,7,0,0,1,0,15,7,0,0,0,0,2025,nacimientos,Cuadro3,cuadro3
