nombre,href,descripcion,tipo_norma,tematica,subtema,publicacion
Concepto Jurídico 202542401034712 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202542401034712 de 2025.pdf,oncepto Jurídico 202542401034712 de 2025,Concepto,Salud,,
Concepto Jurídico 202542401237512 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202542401237512 de 2025.pdf,Concepto Jurídico 202542401237512 de 2025,Concepto,Salud,,
Concepto Jurídico 202542401365502 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202542401365502 de 2025.pdf,Concepto Jurídico 202542401365502 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423001507232 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423001507232 de 2025.pdf,Concepto Jurídico 2025423001507232 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423001618762 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423001618762 de 2025.pdf,Concepto Jurídico 2025423001618762 de 2025,Concepto,Salud,,
Concepto Jurídico 2025424001218882 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025424001218882 de 2025.pdf,Concepto Jurídico 2025424001218882 de 2025,Concepto,Salud,,
Resolucion No 453 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 453 de 2025.pdf,Por la cual se modifica la Resolución 1382 de 2021,Resolución,Salud,,2025-03-19T05:00:00Z
Resolucion No 1786 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1786 de 2025.pdf,"Por medio de la cual se adopta el Lineamiento técnico y operativo de la Ruta Integral de Atención en Salud para las personas, familias y comunidades con potencial exposición al asbesto o con enfermedades relacionadas al asbesto

Publicada en el Diario Oficial No. 53.233 del 04 de septiembre de 2025",Resolución,Salud,,2025-09-04T05:00:00Z
Resolucion No 1788 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1788 de 2025.pdf,"Por la cual se adoptan los lineamientos técnicos y operativos para el fortalecimiento dela rehabilitación en salud en el marco del derecho fundamental a la salud.

Publicada en el Diario Oficial No. 53.233 del 04 de septiembre de 2025",Resolución,Salud,,2025-09-04T05:00:00Z
Resolucion No 1789 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1789 de 2025.pdf,"Por la cual se determinan las regiones y subregiones funcionales para la Gestión Territorial Integral de la Salud Pública y se establece la metodología para su tipificación, organización y actualización en el marco del proceso de territorialización del Cuidado Integral de la salud en el Modelo de Salud Preventivo. Predictivo y Resolutivo.

Publicada en el Diario Oficial No. 53.233 del 04 de septiembre de 2025",Resolución,Salud,,2025-09-04T05:00:00Z
Resolucion No 1809 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1809 de 2025.pdf,"Por medio de la cual se reglamentan los requisitos de operación y financieros de los Gestores Farmacéuticos y Operadores Logísticos de Tecnologías en Salud, de que trata el artículo 243 dé la Ley 1955 de 2019.

Publicada en el Diario Oficial No. 53.234 del 05 de septiembre de 2025",Resolución,Salud,,2025-09-04T05:00:00Z
Resolucion No 1811 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1811 de 2025.pdf,"Por la cual se reglamenta el uso de equipos generadores de radiación ionizante, la prestación de servicios de protección radiológica y control de calidad y se dictan otras disposiciones.

Se publicara en el Diario Oficial No. 53.234 del 05 de septiembre de 2025",Resolución,Salud,,2025-09-04T05:00:00Z
Concepto Jurídico 202542402018782 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202542402018782 de 2025.pdf,Concepto Jurídico 202542402018782 de 2025,Concepto,Salud,,
Concepto Jurídico 202542402144052 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202542402144052 de 2025.pdf,Concepto Jurídico 202542402144052 de 2025,Concepto,Salud,,
Concepto Jurídico 202542402567522 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202542402567522 de 2025.pdf,Concepto Jurídico 202542402567522 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423002263372 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423002263372 de 2025.pdf,Concepto Jurídico 2025423002263372 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423002812952 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423002812952 de 2025.pdf,Concepto Jurídico 2025423002812952 de 2025,Concepto,Salud,,
Concepto Jurídico 2025424002200512 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025424002200512 de 2025.pdf,Concepto Jurídico 2025424002200512 de 2025,Concepto,Salud,,
Concepto Jurídico 2025424002269752 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025424002269752 de 2025.pdf,Concepto Jurídico 2025424002269752 de 2025,Concepto,Salud,,
Concepto Jurídoco 202542002557892 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídoco 202542002557892 de 2025.pdf,Concepto Jurídoco 202542002557892 de 2025,Concepto,Salud,,
Resolucion No 1888 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1888 de 2025.pdf,"Por medio de la cual se adopta el Resumen Digital de Atención en Salud -
RDA en el marco de la Interoperabílidad de la Historia Clínica Electrónica
IHCE, se establece el mecanismo para su implementación a nivel nacional
y se dictan otras disposiciones

Publicada en el Diario Oficial No. 53.244 del 15 de septiembre de 2025",Resolución,Salud,,2025-09-15T05:00:00Z
Ley 2456 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2456 de 2025.pdf,"Por medio de la cual se crean los fondos de protección y apoyo a personas con discapacidad y sus cuidadores o asistentes personales, y se dictan otras disposiciones",Ley,Salud,,
Ley 2458 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2458 de 2025.pdf,"Por medio de la cual se establecen medidas orientadas  a fortalecer la comunidad lactante, la promocion de la lactancia materna en el territorio nacional y se dictan otras disposiciones",Ley,Salud,,
Ley 2460 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2460 de 2025.pdf,"Por medio del cual se modifica la ley 1616 de 2013 y se dictan otras disposiciones en materia de prevención y atención de trastornos y/o enfermedades mentales, así como medidas para la promoción y cuidado de la salud mental",Ley,Salud,,
Ley 2475 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2475 de 2025.pdf,Por medio de la cual se establece y garantiza el derecho al olvido oncológico en Colombia y se dictan otras disposiciones,Ley,Salud,,
Ley 2506 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2506 de 2025.pdf,"
 Por medio de la cual se fomenta la investigación científica y tecnológica para combatir microorganismos multirresistentes y prevenir la resistencia antimicrobiana y se dictan otras disposiciones",Ley,Salud,,
Ley 2511 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2511 de 2025.pdf,Por medio del cual se establecen lineamientos para  la creación e implementación de la Política Pública de Educación para la Salud y la Vida (EPSV) y se dictan otras disposiciones,Ley,Salud,,
Resolucion No 1912 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1912 de 2025.pdf,"Por medio de la cual se dispone del apoyo para la gestión y los trámites necesarios para la organización y puesta en funcionamiento del Hospital Universitario San Juan de Dios

Publicada en el Diario Oficial No. 53.248 del 19 de septiembre de 2025",Resolución,Salud,,2025-09-18T05:00:00Z
Resolucion No 1905 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1905 de 2025.pdf,"Por la cual se modifica la Resolución número 3804 de 2016

Publicada en el Diario Oficial No. 53.274 del 15 de octubre de 2025",Resolución,Salud,,2025-09-17T05:00:00Z
Resolucion No 1962 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1962 de 2025.pdf,"Por medio de la cual se desarrolla la estructura del Sistema Integral de Información Financiera y Asistencial -SIIFA, se determina la información a registrar, sus módulos, manuales y demás aspectos necesarios para su funcionamiento

Publicada en el Diario Oficial No. 53.274 del 15 de octubre de 2025",Resolución,Salud,,2025-09-23T05:00:00Z
Resolucion No 1963 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1963 de 2025.pdf,"Por medio de la cual se conforma y reglamenta el Comité Institucional de Salud Rural del Plan Nacional de Salud Rural - PNSR del Ministerio de Salud y
Protección Social

Publicada en el Diario Oficial No. 53.274 del 15 de octubre de 2025",Resolución,Salud,,2025-09-23T05:00:00Z
Resolucion No 1968 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1968 de 2025.pdf,"Por la cual se adoptan medidas para la dirección y operación del Programa de Atención Psicosocial y Salud Integral a Víctimas y se derogan las Resoluciones 888 de 2012 y 1621 de 2023

Publicada en el Diario Oficial No. 53.277 del 18 de octubre de 2025

",Resolución,Salud,,2025-09-24T05:00:00Z
Resolucion No 2053 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2053 de 2025.pdf,"Por medio de la cual se modifica el artículo 9 de la Resolución 5185 de 2013, modificado por el artículo 1° de la Resolución 1440 de 2024",Resolución,Salud,,2025-10-02T05:00:00Z
Resolucion No 2064 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2064 de 2025.pdf,"Por medio de la cual se modifica el Anexo Técnico 2 de la Resolución 2388 de 2016

Publicada en el Diario Oficial No. 53.276 del 17 de octubre de 2025",Resolución,Salud,,2025-10-06T05:00:00Z
Resolucion No 2065 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2065 de 2025.pdf,"Por la cual se define la autorización de sedes transitorias o itinerantes para prestar servicios de salud en situaciones excepcionales o de emergencia

Publicada en el Diario Oficial No. 53.276 del 17 de octubre de 2025",Resolución,Salud,,2025-10-06T05:00:00Z
Resolucion No 2067 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2067 de 2025.pdf,"Por el cual se modifica el artículo 5 y 6 de la Resolución 1716 de 2019 Por la cual se establece el procedimiento de reintegro de los recursos del Sistema General de Seguridad Social en Salud, apropiados o reconocidos sin justa causa",Resolución,Salud,,2025-10-06T05:00:00Z
Resolucion No 2068 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2068 de 2025.pdf,"Por medio de la cual se adopta la Política Pública para la Prevención, Diagnóstico Temprano y Tratamiento Integral de la Endometriosis, se reglamentan las condiciones para la operatividad del Registro de Pacientes con Endometriosis y se reglamentan las condiciones, parámetros y disposiciones necesarias para el reconocimiento de la incapacidad laboral temporal o absoluta por endometriosis,

Publicada en el Diario Oficial No. 53.276 del 17 de octubre de 2025",Resolución,Salud,,2025-10-06T05:00:00Z
Resolucion No 2100 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2100 de 2025.pdf,"Por la cual se adopta la Política integral para la prevención, la reducción de riesgos y daños y la atención del consumo de sustancias psícoactivas, ilícitas e ilícitas y el Sistema Nacional de Atención al consumo de sustancias psícoactivas

Publicada en el Diario Oficial No. 53.277 del 18 de octubre de 2025",Resolución,Salud,,2025-10-14T05:00:00Z
Concepto Jurídico 2025423000374132 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423000374132 de 2025.pdf,Concepto Jurídico 2025423000374132 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423001775992 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423001775992 de 2025.pdf,Concepto Jurídico 2025423001775992 de 2025,Concepto,Salud,,
Concepto Juridico 2025423002112882 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Juridico 2025423002112882 de 2025.pdf,Concepto Juridico 2025423002112882 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423002987022 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423002987022 de 2025.pdf,Concepto Jurídico 2025423002987022 de 2025,Concepto,Salud,,
Concepto Jurídico 2025424002403132 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025424002403132 de 2025.pdf,Concepto Jurídico 2025424002403132 de 2025,Concepto,Salud,,
Concepto Jurídico 2025450002677122 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025450002677122 de 2025.pdf,Concepto Jurídico 2025450002677122 de 2025,Concepto,Salud,,
Resolucion No 2117 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2117 de 2025.pdf,"Por medio de la cual se adopta el Modelo de Gestión de Tiempos de Espera - MGTE, para el acceso a la atención y a los servicios y tecnologías en salud

Publicada en el Diario Oficial No. 53.276 del 17 de octubre de 2025",Resolución,Salud,,2025-10-16T05:00:00Z
Resolucion No 2161 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2161 de 2025.pdf,"Por la cual se establecen los criterios y estándares para la autorización, habilitación y permanencia de las Entidades Promotoras de Salud o quien haga sus veces: se adoptan disposiciones para su funcionamiento en las subregiones funcionales para la Gestión Territorial Integral de la Salud Pública y se establecen las reglas para la asignación de afiliados, en el marco del proceso de territorialización del Modelo de Salud Preventivo, Predictivo y Resolutivo
Publicada en el Diario Oficial No. 53.284 del 25 de octubre de 2025",Resolución,Salud,,2025-10-17T05:00:00Z
DECRETO 0351 DEL 27 DE MARZO DE 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/DECRETO 0351 DEL 27 DE MARZO DE 2025.pdf,Por el cual se adiciona la Parte 13 del Libro 2 del Decreto 780 del 2016 relativo al Plan Nacional de Salud Rural -PNSR,Decreto,Salud,,2025-03-27T05:00:00Z
DECRETO 0480 DEL 30 DE ABRIL DE 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/DECRETO 0480 DEL 30 DE ABRIL DE 2025.pdf,"Por el cual se establece e implementa el Sistema Indígena de Salud Propia e
Intercultural -SISPI como la Política de Estado en salud para los pueblos indígenas de Colombia y se dictan otras disposiciones",Decreto,Salud,,2025-04-30T05:00:00Z
DECRETO 0527 DEL 14 DE MAYO DE 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/DECRETO 0527 DEL 14 DE MAYO DE 2025.pdf,"Por el cual se modifica el artículo 2.5.2.3.1.3, se adiciona el artículo 2.5.2.3.5.6 y se derogan los artículos 2.1.7.20,2.1.7.21 Y 2.1.11.4 del Decreto 780 de 2016, Único Reglamentario del Sector Salud y Protección Social, en relación con las condiciones de autorización especial para las EPS del régimen contributivo con afiliados en el régimen subsidi.aqo.",Decreto,Salud,,2025-05-14T05:00:00Z
DECRETO-0858-DEL-30-DE-JULIO-DE-2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/DECRETO-0858-DEL-30-DE-JULIO-DE-2025.pdf,"Por la cual se sustituye la parte 11 , del Libro 2 del Decreto 780 de 2016, relativo al Modelo de Salud Preventivo, Predictivo y Resolutivo",Decreto,Salud,,2025-07-30T05:00:00Z
DECRETO 0729 DEL 25 DE JUNIO DE 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/DECRETO 0729 DEL 25 DE JUNIO DE 2025.pdf,Por el cual se adiciona el Título 15 a la Parte 8 del Libro 2 del Decreto 780 de 2016 en relación con la actualización de la Política Nacional de Salud Mental,Decreto,Salud,,2025-06-25T05:00:00Z
Ley 2503 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2503 de 2025.pdf,"Por medio de la cual se crea y se implementa la cátedra de educación emocional en todas las instituciones educativas de Colombia en los niveles de preescolar, básica y media y se adoptan otras disposiciones.",Ley,Salud,,
Ley 2518 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2518 de 2025.pdf,Por medio de la cual se fortalece la ley 1616 de 2013 y la Política Nacional de salud mental y se dictan otras disposiciones,Ley,Salud,,
Ley 2536 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2536 de 2025.pdf,Por medio de la cual se crean medidas de política pública para la lucha contra el hambre y la inseguridad alimentaria y se dictan otras disposiciones,Ley,Salud,,
DECRETO 1138 DEL 27 DE OCTUBRE DE 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/DECRETO 1138 DEL 27 DE OCTUBRE DE 2025.pdf,"Por medio del cual se modifica parcialmente el Título 11 de la Parte 8 del Libro 2 del Decreto 780 de 2016, Único Reglamentario del Sector Salud y Protección Social, en relación con el acceso seguro e informado al uso del cannabis y de la planta de cannabis",Decreto,Salud,,2025-10-27T05:00:00Z
Concepto Jurídico 20254230028433 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 20254230028433 de 2025.pdf,Concepto Jurídico 20254230028433 de 2025,Concepto,Salud,,
Concepto Jurídico 202542402455442 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202542402455442 de 2025.pdf,Concepto Jurídico 202542402455442 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423003436282 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423003436282 de 2025.pdf,Concepto Jurídico 2025423003436282 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423003470042 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423003470042 de 2025.pdf,Concepto Jurídico 2025423003470042 de 2025,Concepto,Salud,,
Concepto Jurídico 2025423003674142 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025423003674142 de 2025.pdf,Concepto Jurídico 2025423003674142 de 2025,Concepto,Salud,,
Concepto Jurídico 2025450002872612 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025450002872612 de 2025.pdf,Concepto Jurídico 2025450002872612 de 2025,Concepto,Salud,,
Resolucion No 2307 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2307 de 2025.pdf,"Por la cual se modifica el artículo 4° y se suprime el literal c) de las tablas 1,2 y 3 del Anexo de la Resolución 651 de 2018.

Publicada en el Diario Oficial No. 53.302 del 12 de noviembre de 2025

",Resolución,Salud,,2025-11-11T05:00:00Z
Resolucion No 2309 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2309 de 2025.pdf,"Por la cual se establecen los parámetros técnicos para el reconocimiento de Restaurantes Saludables en el marco de la estrategia de promoción de la alimentación saludable y se dictan otras disposiciones.

Publicada en el Diario Oficial No. 53.302 del 12 de noviembre de 2025",Resolución,Salud,,2025-11-11T05:00:00Z
Resolucion No 2316 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2316 de 2025.pdf,"Por la cual se sustituye el anexo técnico de la Resolución 1146 de 2023.

Publicada en el Diario Oficial No. 53.308 del 18 de noviembre de 2025",Resolución,Salud,,2025-11-12T05:00:00Z
Resolucion No 2373 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2373 de 2025.pdf,"Por la cual se define la metodología para formular, actualizar y ajustar los Planes Maestros de Inversiones en Infraestructura y Dotación en Salud y se dictan otras disposiciones

Publicada en el Diario Oficial No. 53.318 del 28 de noviembre de 2025",Resolución,Salud,,2025-11-24T05:00:00Z
Resolucion No 2517 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2517 de 2025.pdf,"Por la cual se crea el Comité de Seguimiento del Estado Nutricional de niñas y niños menores de cinco años con diagnóstico de desnutrición aguda, moderada y severa o en riesgo de desnutrición aguda y se dictan otras disposiciones

Publicada en el Diario Oficial No. 53.330  del 10  de diciembre  de 2025",Resolución,Salud,,2025-12-09T05:00:00Z
Concepto Jurídico 2025116003499301 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2025116003499301 de 2025.pdf,Concepto Jurídico 2025116003499301 de 2025,Concepto,Salud,,
Resolucion No 2587 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2587 de 2025.pdf,"Por la cual se establecen los requisitos de elegibilidad y los criterios de priorización para la asignación de recursos del Presupuesto de Gastos de Inversión del Ministerio de Salud y Protección Social a las Empresas Sociales del Estado, destinados al mejoramiento de la salud mental

Publicada en el Diario Oficial No. 53.332  del 12 de diciembre de 2025",Resolución,Salud,,2025-12-12T05:00:00Z
Resolucion No 2589 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2589 de 2025.pdf,"Por la cual se establecen criterios habilitantes y de ponderación para la asignación i de recursos destinados a la implementación de acciones sectoriales en salud en el marco del Plan para la Década de Envejecimiento Saludable y la Política Pública Nacional de Envejecimiento y Vejez 2022-2031

Publicada en el Diario Oficial No. 53.333  del 13  de diciembre  de 2025",Resolución,Salud,,2025-12-12T05:00:00Z
Resolucion No 2605 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2605 de 2025.pdf,"Por la cual se ordena equiparar el valor de la prima pura de la Unidad de Pago por Capitación del Régimen Subsidiado en el noventa y cinco por ciento (95%) del valor de la prima pura de la Unidad de Pago por Capitación del Régimen Contributivo del Sistema General de Seguridad Social en Salud, en cumplimiento de las órdenes vigésima primera y vigésima segunda de la Sentencia T-760 de 2008, del Auto 2049 de 2025 y de otras providencias de la Honorable Corte Constitucional

Publicada en el Diario Oficial No. 53.337 del 16  de diciembre  de 2025",Resolución,Salud,,2025-12-15T05:00:00Z
Resolucion No 2606 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2606 de 2025.pdf,"Por medio de la cual se adoptan las medidas necesarias para el diagnóstico, diseño, formulación, implementación, ejecución, seguimiento, evaluación y ajuste del Plan Inmediato de Acción en Salud - PIAS, en cumplimiento de la Sentencia T-760 de 2008, el Auto 2049 de 2025 y otras providencias de la Honorable Corte Constitucional y se dictan otras disposiciones

Publicada en el Diario Oficial No. 53.337 del 16  de diciembre  de 2025",Resolución,Salud,,2025-12-15T05:00:00Z
Resolucion No 2625 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2625 de 2025.pdf,"Por medio de la cual se actualiza el listado de enfermedades huérfanas - raras, y se dictan otras disposiciones

Publicada en el Diario Oficial No. 53.339  del 18  de diciembre  de 2025
",Resolución,Salud,,2025-12-17T05:00:00Z
Resolucion No 2640 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2640 de 2025.pdf,Por la cual se modifica parcialmente la Resolución 1632 de 2025 en cumplimiento de la orden judicial mediante Auto 2049 del 2025 de la Sala Especial de Seguimiento a la Sentencia T-760 de 2008 de la Corte Constitucional,Resolución,Salud,,2025-12-18T05:00:00Z
Resolucion No 2628 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2628 de 2025.pdf,"Por la cual se establecen los requisitos y condiciones para la autorización de funcionamiento y operación de las Organizaciones de Base Comunitaria y su articulación en el Sistema de Salud, a través de acciones que concurran en el cuidado integral de la salud, y se dictan otras disposiciones

Publicada en el Diario Oficial No. 53.340  del 19  de diciembre  de 2025

",Resolución,Salud,,2025-12-17T05:00:00Z
Resolucion No 2669 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2669 de 2025.pdf,Por la cual se crea el Comité Técnico del Sistema Integral de Información Financiera y Asistencial (SIIFA) y se dictan disposiciones para su funcionamiento,Resolución,Salud,,2025-12-19T05:00:00Z
Resolucion No 2682 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2682 de 2025.pdf,"Por medio de la cual se asignan recursos a los departamentos y distritos certificados en salud, destinados a la cofinanciación de las atenciones de urgencia prestadas a la población migrante no asegurada o en condición irregular, y se establecen las condiciones para el giro de los recursos a la Instituciones Prestadoras de Servicios de Salud $665.792.583.041",Resolución,Salud,,2025-12-22T05:00:00Z
Resolucion No 2695 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2695 de 2025.pdf,Por medio de la cual se modifican los artículos 13 y 14 de la Resolución 2169 de 2023 modificados por la Resolución 2621 de 2024,Resolución,Salud,,2025-12-23T05:00:00Z
Resolucion No 2706 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2706 de 2025.pdf,Por la cual se establece la Clasificación Única de Procedimientos en Salud - CUPS,Resolución,Salud,,2025-12-23T05:00:00Z
Resolucion No 2716 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2716 de 2025.pdf,Por la cual se implementa el programa Hospitales Resilientes Frente a Emergencias de Salud y Desastres,Resolución,Salud,,2025-12-26T05:00:00Z
Resolucion No 2720 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2720 de 2025.pdf,"Por la cual se adopta el marco técnico, ético y jurídico general sobre los ejercicios de priorización y asignación de recursos escasos en salud durante situaciones excepcionales, en cumplimiento a la orden segunda de la Sentencia T-237 de 2023",Resolución,Salud,,2025-12-26T05:00:00Z
Resolucion No 2764 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 2764 de 2025.pdf,"Por la cual se fija el valor de la Unidad de Pago por Capitación (UPC) para financiar los servicios y tecnologías en salud de los regímenes subsidiado y contributivo del Sistema General de Seguridad Social en Salud para la vigencia 2026 y se dictan otras disposiciones.

Publicada en el Diario Oficial No. 53.354  del 31  de diciembre  de 2025
",Resolución,Salud,,2025-12-30T05:00:00Z
Resolución 2769 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución 2769 de 2025.pdf,"Por la cual se establecen los términos, objeto, condiciones y plazos para el otorgamiento de garantías a las Instituciones Prestadoras de Servicios de Salud (IPS), por parte de la Administradora de los Recursos del Sistema General de Seguridad Social en Salud - ADRES

Publicada en el Diario Oficial No. 53.401, con fecha 17 de febrero de 2026.
 
",Resolución,Salud,,2025-12-30T05:00:00Z
Resolución No 2765 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 2765 de 2025.pdf,Por la cual se actualizan integralmente los servicios y tecnologías de salud financiados con recursos de la Unidad de Pago por Capitación (UPC).,Resolución,Salud,,2025-12-30T05:00:00Z
Resolución No 2803 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 2803 de 2025.pdf,"Por la cual se definen los montos a aportar, reconocer y pagar a las Entidades Promotoras de Salud -EPS de los regímenes Contributivo y Subsidiado y a las entidades adaptadas de la vigencia 2025, en aplicación del mecanismo adicional para ajustar la desviación de la siniestralidad “Hemofilia A Severa”",Resolución,Salud,,2025-12-30T05:00:00Z
Resolución No 2804 de 2025.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 2804 de 2025.pdf,"Por la cual se establecen los términos y condiciones para el reporte de información de los cobros y recobros generados por la prestación de servicios y tecnologías no financiadas con cargo a la UPC del régimen subsidiado, saneados con posterioridad a la cofinanciación por parte de la Nación de conformidad con el artículo 238 de la Ley 1955 de 2019 y se dictan otras disposiciones",Resolución,Salud,,2025-12-30T05:00:00Z
